,word,negative,positive,uncertainty,litigious,constraining,superfluous,interesting
57167,possibility,False,False,True,False,False,False,False
57169,possible,False,False,True,False,False,False,False
57171,possibly,False,False,True,False,False,False,False
57182,postclosing,False,False,False,True,False,False,False
57183,postclosure,False,False,False,True,False,False,False
57185,postcontract,False,False,False,True,False,False,False
57212,postjudgment,False,False,False,True,False,False,False
57243,postpone,True,False,False,False,False,False,False
57244,postponed,True,False,False,False,False,False,False
57245,postponement,True,False,False,False,False,False,False
57247,postpones,True,False,False,False,False,False,False
57248,postponing,True,False,False,False,False,False,False
57512,preamendment,False,False,False,True,False,False,False
57556,precaution,False,False,True,False,False,False,False
57557,precautionary,False,False,True,False,False,False,False
57587,precipitated,True,False,False,False,False,False,False
57595,precipitous,True,False,False,False,False,False,False
57596,precipitously,True,False,False,False,False,False,False
57612,preclude,True,False,False,False,True,False,False
57613,precluded,True,False,False,False,True,False,False
57614,precludes,True,False,False,False,True,False,False
57615,precluding,True,False,False,False,True,False,False
57638,precondition,False,False,False,False,True,False,False
57661,predatory,True,False,False,False,False,False,False
57663,predecease,False,False,False,True,False,False,False
57664,predeceased,False,False,False,True,False,False,False
57665,predeceases,False,False,False,True,False,False,False
57666,predeceasing,False,False,False,True,False,False,False
57700,predict,False,False,True,False,False,False,False
57702,predictability,False,False,True,False,False,False,False
57705,predicted,False,False,True,False,False,False,False
57706,predicting,False,False,True,False,False,False,False
57707,prediction,False,False,True,False,False,False,False
57709,predictive,False,False,True,False,False,False,False
57710,predictor,False,False,True,False,False,False,False
57712,predicts,False,False,True,False,False,False,False
57739,preeminence,False,True,False,False,False,False,False
57741,preeminent,False,True,False,False,False,False,False
57820,prehearing,False,False,False,True,False,False,False
57843,prejudice,True,False,False,True,False,False,False
57844,prejudiced,True,False,False,True,False,False,False
57846,prejudicial,True,False,False,True,False,False,False
57847,prejudicing,True,False,False,True,False,False,False
57860,preliminarily,False,False,True,False,False,False,False
57861,preliminary,False,False,True,False,False,False,False
57872,premature,True,False,False,False,False,False,False
57873,prematurely,True,False,False,False,False,False,False
57887,premier,False,True,False,False,False,False,False
57888,premiere,False,True,False,False,False,False,False
57957,prepetition,False,False,False,True,False,False,False
57960,preponderance,False,False,False,False,False,True,False
58100,preset,False,False,False,False,True,False,False
58135,pressing,True,False,False,False,False,False,False
58155,prestige,False,True,False,False,False,False,False
58157,prestigious,False,True,False,False,False,False,False
58164,presumably,False,False,True,False,False,False,False
58165,presume,False,False,True,False,False,False,False
58166,presumed,False,False,True,False,False,False,False
58167,presumes,False,False,True,False,False,False,False
58168,presuming,False,False,True,False,False,False,False
58169,presumption,False,False,True,False,False,False,False
58171,presumptive,False,False,False,False,False,True,False
58172,presumptively,False,False,False,True,False,False,False
58218,pretrial,True,False,False,True,False,False,False
58249,prevent,False,False,False,False,True,False,False
58253,prevented,False,False,False,False,True,False,False
58257,preventing,True,False,False,False,True,False,False
58258,prevention,True,False,False,False,False,False,False
58262,prevents,True,False,False,False,True,False,False
58333,prima,False,False,False,True,False,False,False
58465,privity,False,False,False,True,False,False,False
58481,proactive,False,True,False,False,False,False,False
58482,proactively,False,True,False,False,False,False,False
58483,probabilistic,False,False,True,False,False,False,False
58484,probability,False,False,True,False,False,False,False
58486,probable,False,False,True,False,False,False,False
58488,probably,False,False,True,False,False,False,False
58489,probate,False,False,False,True,False,False,False
58490,probated,False,False,False,True,False,False,False
58492,probating,False,False,False,True,False,False,False
58493,probation,False,False,False,True,False,False,False
58494,probational,False,False,False,True,False,False,False
58495,probationary,False,False,False,True,False,False,False
58496,probationer,False,False,False,True,False,False,False
58507,problem,True,False,False,False,False,False,False
58508,problematic,True,False,False,False,False,False,False
58509,problematical,True,False,False,False,False,False,False
58650,proficiency,False,True,False,False,False,False,False
58651,proficient,False,True,False,False,False,False,False
58652,proficiently,False,True,False,False,False,False,False
58662,profitability,False,True,False,False,False,False,False
58663,profitable,False,True,False,False,False,False,False
58664,profitably,False,True,False,False,False,False,False
58737,progress,False,True,False,False,False,False,False
58738,progressed,False,True,False,False,False,False,False
58740,progressing,False,True,False,False,False,False,False
58748,prohibit,False,False,False,False,True,False,False
58749,prohibited,False,False,False,False,True,False,False
58750,prohibiting,False,False,False,False,True,False,False
58751,prohibition,False,False,False,False,True,False,False
58755,prohibitive,False,False,False,False,True,False,False
58756,prohibitively,False,False,False,False,True,False,False
58757,prohibitory,False,False,False,False,True,False,False
58758,prohibits,False,False,False,False,True,False,False
58796,prolong,True,False,False,False,False,False,False
58797,prolongation,True,False,False,False,False,False,False
58799,prolonged,True,False,False,False,False,False,False
58800,prolonging,True,False,False,False,False,False,False
58801,prolongs,True,False,False,False,False,False,False
58854,promulgate,False,False,False,True,False,False,False
58855,promulgated,False,False,False,True,False,False,False
58856,promulgates,False,False,False,True,False,False,False
58857,promulgating,False,False,False,True,False,False,False
58858,promulgation,False,False,False,True,False,False,False
58860,promulgator,False,False,False,True,False,False,False
58862,prone,True,False,False,False,False,False,False
58909,propagation,False,False,False,False,False,True,False
59012,prorata,False,False,False,True,False,False,False
59017,proration,False,False,False,True,False,False,False
59034,proscribe,False,False,False,False,False,True,False
59041,prosecute,True,False,False,True,False,False,False
59042,prosecuted,True,False,False,True,False,False,False
59043,prosecutes,True,False,False,True,False,False,False
59044,prosecuting,True,False,False,True,False,False,False
59045,prosecution,True,False,False,True,False,False,False
59047,prosecutor,False,False,False,True,False,False,False
59048,prosecutorial,False,False,False,True,False,False,False
59079,prospered,False,True,False,False,False,False,False
59080,prospering,False,True,False,False,False,False,False
59082,prosperity,False,True,False,False,False,False,False
59083,prosperous,False,True,False,False,False,False,False
59085,prospers,False,True,False,False,False,False,False
59137,protest,True,False,False,False,False,False,False
59140,protested,True,False,False,False,False,False,False
59141,protester,True,False,False,False,False,False,False
59143,protesting,True,False,False,False,False,False,False
